invoice_no,sale_date,sale_time,customer_id,drug_code,product_name,batch_no,storage_location,quantity,unit,unit_price,total_amount,gross_profit,วันสำคัญ,holiday,อุณหภูมิ,ปริมาณน้ำฝน
BL200226-013,2020-02-26,12:18 ,C01-0027,D0189,DIANE 35,P200218-0045,F5,1.0,แผง,180.0,180,20.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-022,2020-02-26,15:05 ,C01-0027,C0185,CPM ขวด 100 เม็ด,P200204-0013,F1,1.0,กระปุก,20.0,20,14.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-023,2020-02-26,16:30 ,C01-0027,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-029,2020-02-26,16:58 ,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200121-0071,B1,1.0,ขวด,45.0,45,19.5,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-030,2020-02-26,17:05 ,C01-0000,A0189,APRACUR,P190806-0051,F2,2.0,แผง,10.0,20,5.67,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-033,2020-02-26,17:50 ,C01-0000,F0096,Floximed 400 mg,P200204-0010,F1,1.0,แผง,50.0,50,36.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-036,2020-02-26,19:06 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-038,2020-02-26,19:45 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-039,2020-02-26,20:12 ,C01-0000,A0174,Alfuca,@PS-000108,B1,1.0,กล่อง,25.0,25,25.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-039,2020-02-26,20:12 ,C01-0000,A0174,Alfuca,@PS-000108,B1,2.0,กล่อง,25.0,50,50.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-040,2020-02-26,20:47 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-042,2020-02-26,20:48 ,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200226-0044,B1,1.0,แผง,10.0,10,3.24,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200226-042,2020-02-26,20:48 ,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200226-0044,B1,1.0,แผง,10.0,10,3.24,วันสหกรณ์แห่งชาติ,True,27.4,0.0
BL200225-001,2020-02-25,8:30 ,C01-0000,F0096,Floximed 400 mg,P200204-0010,F1,1.0,แผง,50.0,50,36.0,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-003,2020-02-25,9:13 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,2.0,แผง,35.0,70,70.0,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-004,2020-02-25,10:36 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-005,2020-02-25,12:07 ,C01-0000,H0045,HISTA OPH  5CC เล็ก,P200121-0071,B1,1.0,ขวด,45.0,45,19.5,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-012,2020-02-25,16:40 ,C01-0000,G0074,Gaviscon ซอง,P191029-0036,B5,1.0,ซอง,20.0,20,3.42,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-012,2020-02-25,16:40 ,C01-0000,G0074,Gaviscon ซอง,P191203-0030,F2,2.0,ซอง,20.0,40,6.83,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-014,2020-02-25,17:29 ,C01-0000,C0131,CANAZOL-Be CREAM 5 GM,P191119-0033,F2,1.0,หลอด,55.0,55,35.0,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-017,2020-02-25,18:39 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-019,2020-02-25,19:12 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200225-023,2020-02-25,20:43 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันวิทยุกระจายเสียงแห่งชาติ,True,27.4,0.0
BL200224-003,2020-02-24,9:45 ,C01-0000,D0169,Diarine,P180419-0021,F2,1.0,แผง,20.0,20,16.5,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-005,2020-02-24,10:31 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-009,2020-02-24,11:38 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-016,2020-02-24,12:52 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-017,2020-02-24,14:11 ,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200114-0008,F5,7.0,แผง,10.0,70,22.68,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-017,2020-02-24,14:11 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,3.0,แผง,35.0,105,57.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-019,2020-02-24,14:14 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-020,2020-02-24,14:35 ,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P200114-0031,F5,1.0,ขวด,350.0,350,56.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-022,2020-02-24,16:00 ,C01-0000,B0106,bronpect-D 10x10t,@PS-000222,B1,2.0,แผง,35.0,70,70.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-022,2020-02-24,16:00 ,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,2.0,แผง,60.0,120,82.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-024,2020-02-24,16:37 ,C01-0000,D0189,DIANE 35,P200218-0045,F5,1.0,แผง,180.0,180,20.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-027,2020-02-24,17:59 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,2.0,แผง,20.0,40,27.2,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-027,2020-02-24,17:59 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,2.0,แผง,35.0,70,70.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-035,2020-02-24,20:03 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-035,2020-02-24,20:03 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200224-036,2020-02-24,20:18 ,C01-0000,D0189,DIANE 35,P200218-0045,F5,1.0,แผง,180.0,180,20.0,วันศิลปินแห่งชาติ,True,27.4,0.0
BL200223-026,2020-02-23,8:02 ,C01-0000,G0067,GARAMYCIN  5 GM เล็ก,P200128-0069,F2,1.0,หลอด,60.0,60,22.0,,False,27.4,0.0
BL200223-004,2020-02-23,9:01 ,C01-0000,F0083,Ciprofex 500 mg,P200114-0067,F5,1.0,แผง,70.0,70,48.0,,False,27.4,0.0
BL200223-007,2020-02-23,9:39 ,C01-0000,B0040,Bisolvon EX 60 cc,P200211-0043,B1,1.0,ขวด,65.0,65,19.0,,False,27.4,0.0
BL200223-008,2020-02-23,9:43 ,C01-0000,A0174,Alfuca,@PS-000108,B1,2.0,กล่อง,25.0,50,50.0,,False,27.4,0.0
BL200223-010,2020-02-23,10:38 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200223-011,2020-02-23,11:03 ,C01-0000,G0066,GANO 500 MG 10'S,P191224-0001,F2,1.0,แผง,50.0,50,10.83,,False,27.4,0.0
BL200223-011,2020-02-23,11:03 ,C01-0000,G0066,GANO 500 MG 10'S,P190430-0002,F2,1.0,แผง,50.0,50,10.83,,False,27.4,0.0
BL200223-013,2020-02-23,11:19 ,C01-0000,B0092,BISOLVON PEDIATRIC สตรอ 60 ML,P200211-0044,B1,1.0,ขวด,60.0,60,17.0,,False,27.4,0.0
BL200223-017,2020-02-23,12:31 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,27.4,0.0
BL200223-020,2020-02-23,13:57 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,2.0,แผง,20.0,40,27.2,,False,27.4,0.0
BL200223-021,2020-02-23,14:04 ,C01-0000,F0083,Ciprofex 500 mg,P200114-0067,F5,1.0,แผง,70.0,70,48.0,,False,27.4,0.0
BL200223-022,2020-02-23,14:15 ,C01-0000,S0125,SULIDINE SYRUP 12X60CC,P200121-0066,B1,1.0,ขวด,35.0,35,13.33,,False,27.4,0.0
BL200223-027,2020-02-23,16:11 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200223-031,2020-02-23,16:36 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200223-033,2020-02-23,17:06 ,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,1.0,แผง,40.0,40,25.0,,False,27.4,0.0
BL200223-036,2020-02-23,17:30 ,C01-0000,B0071,BENDA 500,P200107-0047,F2,1.0,แผง,30.0,30,15.17,,False,27.4,0.0
BL200223-038,2020-02-23,17:59 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200223-040,2020-02-23,18:11 ,C01-0000,G0066,GANO 500 MG 10'S,P200218-0018,F5,1.0,แผง,50.0,50,10.83,,False,27.4,0.0
BL200223-043,2020-02-23,18:20 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200223-045,2020-02-23,18:30 ,C01-0000,M0216,Minra Drops,P191231-0065,B1,1.0,ขวด,58.0,58,29.5,,False,27.4,0.0
BL200223-046,2020-02-23,18:31 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200223-047,2020-02-23,18:32 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,,False,27.4,0.0
BL200223-051,2020-02-23,19:00 ,C01-0000,E0050,EXLUTON,P191217-0067,B1,1.0,แผง,120.0,120,34.0,,False,27.4,0.0
BL200223-053,2020-02-23,19:26 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200223-055,2020-02-23,19:53 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200223-056,2020-02-23,20:04 ,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,2.0,แผง,40.0,80,52.0,,False,27.4,0.0
BL200223-060,2020-02-23,20:28 ,C01-0000,G0074,Gaviscon ซอง,P191029-0036,B5,3.0,ซอง,20.0,60,10.25,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,A0175,Amoksiklav 1000 mg,P200218-0032,F5,1.0,กล่อง,195.0,195,80.0,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,B0091,BISOLVON FOIL 500  แผง,P200114-0051,F5,2.0,แผง,55.0,110,25.0,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,B0091,BISOLVON FOIL 500  แผง,P191022-0046,B1,1.0,แผง,55.0,55,12.5,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,B0092,BISOLVON PEDIATRIC สตรอ 60 ML,P200211-0044,B1,1.0,ขวด,60.0,60,17.0,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200121-0020,F2,1.0,แผง,35.0,35,19.0,,False,27.4,0.0
BL200222-026,2020-02-22,8:07 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,1.0,แผง,35.0,35,19.0,,False,27.4,0.0
BL200222-003,2020-02-22,8:59 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200222-004,2020-02-22,9:48 ,C01-0000,B0106,bronpect-D 10x10t,@PS-000222,B1,2.0,แผง,35.0,70,70.0,,False,27.4,0.0
BL200222-005,2020-02-22,9:52 ,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,2.0,แผง,60.0,120,82.0,,False,27.4,0.0
BL200222-006,2020-02-22,9:57 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,,False,27.4,0.0
BL200222-009,2020-02-22,11:07 ,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,35.0,35,17.0,,False,27.4,0.0
BL200222-017,2020-02-22,15:24 ,C01-0000,B0071,BENDA 500,P200107-0047,F2,2.0,แผง,30.0,60,30.33,,False,27.4,0.0
BL200222-018,2020-02-22,16:11 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200222-018,2020-02-22,16:11 ,C01-0000,D0188,dologen,@PS-000352,B1,1.0,แผง,40.0,40,40.0,,False,27.4,0.0
BL200222-018,2020-02-22,16:11 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200222-019,2020-02-22,16:12 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200222-020,2020-02-22,16:23 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200222-021,2020-02-22,16:29 ,C01-0000,B0091,BISOLVON FOIL 500  แผง,P200114-0051,F5,1.0,แผง,55.0,55,12.5,,False,27.4,0.0
BL200222-022,2020-02-22,16:57 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200222-024,2020-02-22,17:19 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200222-027,2020-02-22,18:02 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200121-0020,F2,1.0,แผง,35.0,35,19.0,,False,27.4,0.0
BL200222-027,2020-02-22,18:02 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,1.0,แผง,35.0,35,19.0,,False,27.4,0.0
BL200222-029,2020-02-22,18:14 ,C01-0000,D0189,DIANE 35,P200218-0045,F5,1.0,แผง,180.0,180,20.0,,False,27.4,0.0
BL200222-034,2020-02-22,18:48 ,C01-0000,M0216,Minra Drops,P191231-0065,B1,1.0,ขวด,58.0,58,29.5,,False,27.4,0.0
BL200222-035,2020-02-22,18:57 ,C01-0000,A0178,Ampicillin 500 mg,P170912-0015,F5,0.7,แผง,40.0,28,20.16,,False,27.4,0.0
BL200222-035,2020-02-22,18:57 ,C01-0000,A0178,Ampicillin 500 mg,P180313-0017,C3,0.3,แผง,40.0,12,7.44,,False,27.4,0.0
BL200222-038,2020-02-22,19:29 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200222-041,2020-02-22,20:04 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,,False,27.4,0.0
BL200222-043,2020-02-22,20:24 ,C01-0000,C0131,CANAZOL-Be CREAM 5 GM,P190917-0050,F2,1.0,หลอด,55.0,55,35.0,,False,27.4,0.0
BL200221-006,2020-02-21,9:53 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-007,2020-02-21,10:02 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200221-011,2020-02-21,11:27 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-013,2020-02-21,12:23 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200221-014,2020-02-21,12:24 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-017,2020-02-21,13:14 ,C01-0000,G0074,Gaviscon ซอง,P191029-0036,B5,2.0,ซอง,20.0,40,6.83,,False,27.4,0.0
BL200221-018,2020-02-21,13:43 ,C01-0000,G0066,GANO 500 MG 10'S,P191224-0001,F2,1.0,แผง,50.0,50,10.83,,False,27.4,0.0
BL200221-020,2020-02-21,13:46 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200221-021,2020-02-21,14:23 ,C01-0000,D0167,DexOph 4 ml.,P200107-0081,F2,1.0,ขวด,40.0,40,20.42,,False,27.4,0.0
BL200221-023,2020-02-21,14:50 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-031,2020-02-21,16:11 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-031,2020-02-21,16:11 ,C01-0000,M0216,Minra Drops,P191231-0065,B1,1.0,ขวด,58.0,58,29.5,,False,27.4,0.0
BL200221-037,2020-02-21,17:35 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200221-041,2020-02-21,17:52 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200221-044,2020-02-21,18:02 ,C01-0000,F0079,Foliamin 5 mg,P191119-0064,F2,30.0,เม็ด,1.0,30,21.9,,False,27.4,0.0
BL200221-048,2020-02-21,18:31 ,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P200114-0031,F5,1.0,ขวด,350.0,350,56.0,,False,27.4,0.0
BL200221-049,2020-02-21,19:31 ,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,27.4,0.0
BL200221-051,2020-02-21,19:56 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200221-053,2020-02-21,19:59 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200221-056,2020-02-21,20:21 ,C01-0000,A0167,Arcoxia 90 mg,P200204-0046,F1,1.0,แผง,250.0,250,72.0,,False,27.4,0.0
BL200221-063,2020-02-21,20:45 ,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200114-0008,F5,2.0,แผง,10.0,20,6.48,,False,27.4,0.0
BL200221-064,2020-02-21,20:46 ,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,1.0,แผง,60.0,60,41.0,,False,27.4,0.0
BL200221-065,2020-02-21,20:52 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,3.0,แผง,20.0,60,40.8,,False,27.4,0.0
BL200220-003,2020-02-20,9:59 ,C01-0000,D0167,DexOph 4 ml.,P200107-0081,F2,1.0,ขวด,40.0,40,20.42,,False,27.4,0.0
BL200220-006,2020-02-20,10:56 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200220-012,2020-02-20,11:21 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200220-022,2020-02-20,14:28 ,C01-0000,D0189,DIANE 35,P200218-0045,F5,1.0,แผง,180.0,180,20.0,,False,27.4,0.0
BL200220-024,2020-02-20,14:34 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200220-029,2020-02-20,16:35 ,C01-0000,A0190,AMK 1G,P200128-0049,F2,1.0,กล่อง(เล็ก),205.0,205,80.0,,False,27.4,0.0
BL200220-031,2020-02-20,16:37 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200220-039,2020-02-20,20:53 ,C01-0000,A0174,Alfuca,@PS-000108,B1,1.0,กล่อง,25.0,25,25.0,,False,27.4,0.0
BL200220-039,2020-02-20,20:53 ,C01-0000,A0174,Alfuca,@PS-000108,B1,1.0,กล่อง,25.0,25,25.0,,False,27.4,0.0
BL200219-012,2020-02-19,11:32 ,C01-0000,H0038,HEXIN พยาธิ,P190806-0021,F2,1.0,แผง,30.0,30,12.5,วันมาฆบูชา,True,27.4,0.0
BL200219-013,2020-02-19,11:35 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,วันมาฆบูชา,True,27.4,0.0
BL200219-019,2020-02-19,12:27 ,C01-0000,B0071,BENDA 500,P200107-0047,F2,1.0,แผง,30.0,30,15.17,วันมาฆบูชา,True,27.4,0.0
BL200219-019,2020-02-19,12:27 ,C01-0000,H0038,HEXIN พยาธิ,P190806-0021,F2,3.0,แผง,30.0,90,37.5,วันมาฆบูชา,True,27.4,0.0
BL200219-021,2020-02-19,12:37 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันมาฆบูชา,True,27.4,0.0
BL200219-021,2020-02-19,12:37 ,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200114-0008,F5,3.0,แผง,10.0,30,9.72,วันมาฆบูชา,True,27.4,0.0
BL200219-023,2020-02-19,13:08 ,C01-0000,G0090,Gofen 400,P200211-0006,F2,1.0,แผง,100.0,100,21.67,วันมาฆบูชา,True,27.4,0.0
BL200219-025,2020-02-19,13:31 ,C01-0000,A0178,Ampicillin 500 mg,P191001-0050,C3,1.0,แผง,40.0,40,23.2,วันมาฆบูชา,True,27.4,0.0
BL200219-025,2020-02-19,13:31 ,C01-0000,C0185,CPM ขวด 100 เม็ด,P200204-0013,F1,1.0,กระปุก,20.0,20,14.0,วันมาฆบูชา,True,27.4,0.0
BL200219-027,2020-02-19,14:15 ,C01-0000,A0174,Alfuca,@PS-000108,B1,3.0,กล่อง,25.0,75,75.0,วันมาฆบูชา,True,27.4,0.0
BL200219-029,2020-02-19,15:02 ,C01-0000,D0189,DIANE 35,P200204-0043,F1,1.0,แผง,180.0,180,20.0,วันมาฆบูชา,True,27.4,0.0
BL200219-034,2020-02-19,17:07 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,1.0,แผง,20.0,20,15.2,วันมาฆบูชา,True,27.4,0.0
BL200219-036,2020-02-19,17:15 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,2.0,แผง,20.0,40,27.2,วันมาฆบูชา,True,27.4,0.0
BL200219-037,2020-02-19,17:19 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,2.0,แผง,20.0,40,30.4,วันมาฆบูชา,True,27.4,0.0
BL200219-039,2020-02-19,17:35 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,วันมาฆบูชา,True,27.4,0.0
BL200219-040,2020-02-19,17:40 ,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P200114-0031,F5,1.0,ขวด,350.0,350,56.0,วันมาฆบูชา,True,27.4,0.0
BL200219-041,2020-02-19,17:55 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,วันมาฆบูชา,True,27.4,0.0
BL200219-043,2020-02-19,18:04 ,C01-0000,A0167,Arcoxia 90 mg,P200121-0024,F2,1.0,แผง,250.0,250,72.0,วันมาฆบูชา,True,27.4,0.0
BL200219-046,2020-02-19,19:19 ,C01-0000,D0190,Dimetapp syrup,P200218-0022,F5,1.0,ขวด,60.0,60,15.0,วันมาฆบูชา,True,27.4,0.0
BL200219-046,2020-02-19,19:19 ,C01-0000,M0216,Minra Drops,P191231-0065,B1,1.0,ขวด,58.0,58,29.5,วันมาฆบูชา,True,27.4,0.0
BL200219-048,2020-02-19,20:29 ,C01-0000,A0167,Arcoxia 90 mg,P200204-0046,F1,1.0,แผง,250.0,250,72.0,วันมาฆบูชา,True,27.4,0.0
BL200219-049,2020-02-19,20:44 ,C01-0000,B0086,Biocalm ขายแผง,P190507-0040,F2,1.0,แผง,30.0,30,19.0,วันมาฆบูชา,True,27.4,0.0
BL200218-009,2020-02-18,10:33 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200218-013,2020-02-18,14:08 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,27.4,0.0
BL200218-014,2020-02-18,14:13 ,C01-0000,G0091,gaviscon  ชมพู ซอง,P200128-0040,F2,1.0,ซอง,25.0,25,4.25,,False,27.4,0.0
BL200218-025,2020-02-18,16:45 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200218-028,2020-02-18,17:12 ,C01-0000,A0174,Alfuca,@PS-000108,B1,3.0,กล่อง,25.0,75,75.0,,False,27.4,0.0
BL200218-032,2020-02-18,18:02 ,C01-0000,D0189,DIANE 35,P200204-0043,F1,1.0,แผง,180.0,180,20.0,,False,27.4,0.0
BL200218-033,2020-02-18,18:06 ,C01-0000,D0189,DIANE 35,P200204-0043,F1,1.0,แผง,180.0,180,20.0,,False,27.4,0.0
BL200218-037,2020-02-18,18:21 ,C01-0000,C0196,Capirox-20,P191217-0005,F2,2.0,กล่อง,35.0,70,37.6,,False,27.4,0.0
BL200218-041,2020-02-18,18:46 ,C01-0000,B0135,Bufenac 50 mg,P200204-0032,F1,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200218-042,2020-02-18,18:55 ,C01-0000,A0175,Amoksiklav 1000 mg,P200218-0032,F5,1.0,กล่อง,195.0,195,80.0,,False,27.4,0.0
